2.500000 1.000000 0.000000 0.000000 1.000000 NaN
3.000000 1.000000 0.000000 0.000000 1.000000 0.000000
3.500000 1.000000 0.000000 0.000000 1.000000 0.000000
4.000000 8.000000 0.000000 0.000000 8.000000 0.000000
4.500000 23.000000 0.000000 0.000000 23.000000 0.000117
5.000000 42.000000 0.009852 0.000097 42.000000 0.000321
5.500000 85.000000 0.054498 0.002970 85.000000 0.000114
6.000000 136.000000 0.062847 0.002006 136.000000 0.000127
6.500000 259.000000 0.231986 0.003989 259.000000 0.001366
7.000000 411.000000 1.312861 0.058906 410.000000 0.002033
7.500000 681.000000 3.378309 0.223830 680.000000 0.000880
8.000000 1051.000000 5.206887 0.201524 1050.000000 0.000529
8.500000 1425.000000 8.577034 0.323640 1420.000000 0.000975
9.000000 2010.000000 13.878649 0.421068 2008.000000 0.000305
9.500000 2820.000000 18.691037 0.530019 2818.000000 -0.000056
10.000000 3849.000000 26.144120 0.633417 3848.000000 0.000440
10.500000 5202.000000 39.053556 0.992278 5200.000000 0.000303
11.000000 6756.000000 49.979464 1.336831 6751.000000 -0.000177
11.500000 7913.000000 56.598595 1.596214 7909.000000 -0.000285
12.000000 9825.000000 67.092707 1.852431 9814.000000 -0.000311
12.500000 11646.000000 76.056964 2.190798 11631.000000 -0.000221
13.000000 13692.000000 87.441519 2.152093 13683.000000 -0.000210
13.500000 15854.000000 96.875968 2.432605 15840.000000 -0.000179
14.000000 18263.000000 110.103635 2.982888 18246.000000 -0.000024
14.500000 20799.000000 126.099427 3.236478 20779.000000 -0.000042
15.000000 22866.000000 135.951367 3.459275 22847.000000 -0.000145
15.500000 25597.000000 147.742854 3.750871 25573.000000 -0.000068
16.000000 28437.000000 165.201987 3.663595 28422.000000 -0.000073
16.500000 31355.000000 176.399363 3.739827 31334.000000 -0.000140
17.000000 35303.000000 195.210096 3.893354 35286.000000 -0.000032
17.500000 38279.000000 212.913679 4.259035 38258.000000 -0.000017
18.000000 41675.000000 228.993304 4.237294 41661.000000 -0.000021
18.500000 44809.000000 247.391433 4.697184 44790.000000 -0.000044
19.000000 48911.000000 264.489384 5.065542 48888.000000 -0.000063
19.500000 52961.000000 285.705456 5.482562 52934.000000 -0.000017
20.000000 56777.000000 305.065889 5.926847 56743.000000 -0.000050
